line	text
82	مكانه خاصه ليا أنا وعند زاهر، معتقدش.
83	لاه انا عارفه زاهر كويس ولو مكنش ليك مكانه عنده عمره ما كان هيهتم بيك، كمان ملاحظه حاله اللى إتغير الفتره اللى فاتت، زاهر يشبهك يا حسني عاش نفس ظروفك يتم الأم يمكن إنت إتربيتي مع مرات أب طماعه بس أهو كان في اللى يسأل عنك، زاهر كلنا كنا خايفين يورث أطباع أبوه الشينه(السيئه)بس هو إختار طريق تانى بعيد عنه، هقولك على حاجه.
88	بصي يا بت إنت تسمعي حديتنا وهنجيبلك زاهر لحد عينديك وجتها إنت اللى هتتحكمي فيه، بس تنفذي اللى نجولك عليه.
89	بصي طبع زاهر بيتغاظ اى حد يتحداه، أحنا بقى هنتحداه، وهنرفع عليه قضية خلع.
91	بصي زاهر مش هيفوق الا لو حس بطعنه في رجولته، وهي دي الطعنه المباشره إحنا إستشارنا محامى نعرفه وسالناه عن قضية الخلع وقال دي بسيطه جدا بس لازمن نقدم سبب واضح للمحكمه.
92	وأيه هو السبب ده، وكمان إفرضوا زاهر ما صدق رفعت القضيه وقبل ما تحكم يطلقني.
93	لاه متخافيش زاهر مستحيل يطلقك، والسبب سهل نقول مثلا بيضربك.
94	بس زاهر عمر ي ده ما إترفعت عليا، هو اساسا مكنش بيطيقني بيستخسر يبص في وشي.
95	يبجي لقيناها، نقول بخيل.
100	الحجه يسريه عالموبايل بتاعي وعاوزه تتحدت وياك.
101	إنت بخير يا حسني، أنا شوفت زاهر وهو داخل للدار شايلك.
102	أنا بخير الحمد لله إتكتبلي عمر تاني.
103	ليه ايه اللى حصل.
105	كده كويس جوي، بصى بقى اوعى تنخي له وعليك ند له، مش لازم يحس إنك سهله ولا ضعيفه، وهو اللى هيزحف عشان ينول رضاك.
109	مساء الخير يا مسك، أيه إنت مشوفتنيش.
110	معليشي مأخدتش بالي.
111	تمام، انا اخدت إذن من عم محمود إننا نخرج سوا بعد ما تخلصي حصصك في المدرسه، وحاولت أتصل عليك أكتر من مره لكن مردتيش.
112	كان عندي حصص وكنت عامله الموبايل عالوضع الصامت.
113	أنا قولت كده برضك، عشان كده جيت لإهنه عشان نستغل الوقت.
114	للآسف مش هينفع نخرج النهارده كان عندي حصص كتير في المدرسه ودماغي صدعت، خلينا ليوم تاني.
115	تمام براحتك، نخرج بكره.
116	مسك بكلمك مش بتردي، سرحانه في أيه.
117	مش سرحانه في حاجه بس حاسه بشوية إجهاد عن إذنك لازمن أرجع للدار أستريح.
118	تمام أنا هتصل بالليل أطمن عليك ونحدد ميعاد نخرج فيه سوا لأن في مواضيع مهمه لازمن نتحدت فيها سوا.
123	وحشتيني يا خد الجميل، سرحانه في أيه في السما بتبصي عليه.
124	أمتي رجعت مش كنت بتقول لسه لك يوم كمان في روسيا.
125	حبيت أشوف رد فعلك عالمفاجأه لما تلاقيني قدامك، بس شايف كده إن المفاجأة مش...
126	مش أيه، بالعكس أنا مبسوطه جدا وإنت كمان كنت واحشني أوى، وبصراحه كده كنت ببص عالمنتطاد اللى طاير في السما وإفتكرت رحلاتنا سوا، وقد أيه كنت ببقى مبسوطه وأنا معاك.
127	قصدك قد أيه كنت بتبقى خايفه وإحنا في السما.
128	تصدق يا جاويد أنا سافرت كتير طيران لوحدى واوقات مع بابا، كنت بفضل خايفه طول ما الطياره في الجو، بس معاك لما كنا مع بعض في المنتطاد كان بيبقى جوايا احساس بالأمان ومش عاوزه الرحله تنتهي. حتى لما سافرنا القاهره سوا بالطياره محستش بخوف.
129	أوعدك بعد ما تولدي أخدك ونروح رحلة بالمنتطاد بس رجاءا بلاش تبقى تتسرعي وتنزلى من المنتطاد قبل ما يوقف عالأرض، ودلوفتى أنا بقول كفايه قاعده هنا كده في الجنينه، رغم إننا في الخريف بس الشمس لسه قويه شويه، وحمرت خد الجميل بقي نفسي أقطف بوسه من خدودك، بس أستحي حد يشوفنا، يقول معندناش حيا.
131	حمد الله عالسلامه، صلاح قالى إن ربنا وفقك في الشغل اللى كنت مسافر عشانه، ربنا يزيدك بالخير.
132	آمين، ربنا يخليك وأعيش دايما ببركة دعائك ليا.
133	لسه وقت عالعشا، لو جعان...
134	لاء انا مش جعان كنت أكلت في الطياره هستني نتعشى مع بعض.
135	طب إطلع مقعدك إرتاحلك ساعتين لحد ميعاد العشا، وخد سلوان معاك.
138	خف إي ديك شويه من حوالين ج سم مش شايف بطني منفوخه قدامي وأنت زانق بطني.
140	هانت، هروح أخد دش عالسريع، وأطلع أنام في حضنك الأيام اللى فاتت مكنتش بنام.
142	على فكره أنا حضرت لك بيجامه مريحه عالسرير.
143	أنا مرتاح وراسى على كتفك كده.
144	بس هترتاح عالسرير أكتر.
147	سلوان.
148	جاويد.
151	سلوان بطلي ضحك.
153	وهشمت فيك ليه يا حبيبي.
155	هانت كلها أربع أسابيع وتولدي، وقتها عاوز أشوف بسمتك دي.
157	لاء شهرين، ناسي بعد الولاده في أربعين يوم نفاس.
159	إنت اللى إتبطرت يا حبيبي فاكر.
160	أنا مش فاكر غير قمصان النوم اللى كنت بتلبيسها راحت فين الجرآه دى، أتمنى تعود تاني بعد ما تولدي.
161	قولتلك إنت اللى إتبطرت يا حبيبي، إستحمل بقى، الدكتوره قالت ممنوع عشان منسرعش في وقت الولاده قبل الميعاد، كمان عشان صحت أنا و جلال.
163	بصراحه كنت ناويه أسمي البيبى هاشم على إسم بابا، بس طنط يسريه طلبت مني أسميه جلال وأنا مقدرش أرفض لها طلب، غير كمان عاجبني الأسم ده من زمان، وقولت عادي، انا ناويه أخلف مره تانيه ان شاء الله، أبقى أسمي البيبى هاشم.
164	بس أنا بقى مش عاوز طفل تاني قبل عالاقل خمس سنين محتاج أعوض الحرمان اللى عايشه بسبب أول بيبي.
165	خمس سنين كتير يا حبيبي أنا نفسي في أولاد كتير.
166	ده عناد بقي.
170	مالكم مذهولين كده ليه محسسني أنى ضيف غير مرغوب فيه.
171	لاه مش حكاية ضيف مش مرغوب فيه، بس غريبه إنت من فترة طويله مقعدتش معانا على السفره، فالكل مستغرب مش أكتر، بس قلبي حاسس إن في سبب ورا كده.
172	طول عمري أقول أختي حفصه ورثت فطنة الحجه يسريه، فعلا في سبب، بصراحه كده أنا وإيلاف بعد الاحداث الأخيره اللى عشناها قررنا نحدد ميعاد قريب لزفافنا.
173	ألف مبروك مقدم، بس قررت أمتي، عشان أشوف الوقت وألحق أجيب فستان مناسب أحضر بيه الزفاف.
174	لاه إطمني أنا قررت إن الزفاف يكون بعد ولادتك أنا مش ناقص حركات نقص في زفافي ويتحول الزفاف لكارثه زى ما بنشوف في المسلسلات والروايات كده البطله تولد يوم فرح سلفها، أنا هحدد ميعاد الزفاف بعد ولادتك، حتى كمان عشان تبقى المناسبه إتنين، قدوم فرد جديد لعيلة الأشرف وزفافي بعدها.
175	كويس ربنا يكتر الأفراح على وش الفرد الجديد في العيله.
176	آمين يا بابا، ربنا يسهل هانت.
177	فعلا هانت بس قبل ما يتم الزفاف لازم أتاكد إن إيلاف فعلا إتغيرت ومبقتش الضعيفه الهشه اللى دايما تهرب من المواجهه، وده اللى هيأكده رد فعلها على الأمر اللى لازم يحصل الفتره الجايه.
181	بتسمعي فيلم هندي مين البطل ده سلمان خان
184	عارف ومتوكد إنك صاحيه...
186	مالوش لازمه التمثيل فتح عنيك بدل ما أفقعهم لك وإنت نايمه.
187	أهو عشان تأكد إنك عنيف، كده القاضى هيحكم بالخلع من أول جلسه.
188	خلع، إنت بتحلم إبقى إتغطي كويس، حديت ليه مش بيتسمع، قومي فزي إنزلي حضرلي عشا وهاتيه أوضتي.
190	قدامك ربع ساعه لو ملقتش صنية عشا في أوضتى أنا مش هقولك أنا هعمل فيك أيه، هخليك تستمري عالوضع الصامت ده بعد ما أقطع لسانك.
192	هروح اوضتى أتحمم، عاوز أطلع من الحمام الاقى الوكل في أوضتي وإنت واقفه جنب منه.
194	فين العشا اللى قولت عليه، بقالك ساعه بتحضريه.
196	ياريت السكينه كانت رشقت في مخك، فين العشا.
197	وسع خليني أطلع لك العشا ولا تحب أسيبه هنا أحسن عشان مش بياكل في أوضة النوم غير العيانين او العيال الصغيره.
199	يا خسارة شبابك يا حسني.
200	خلينا نتعشي سوا.
206	مالك يا ست سلوان، إنت هتولدي النهارده ولا أيه؟
207	باين كده.
209	روحي للسواق بسرعه قولى له يجيب العربيه هنا وأنا هتصل على محاسن تقابلنا في الطريق.
212	حمدالله على سلامتك يا أم جلال إجدعني كده وخاويه عالسنه.
3	جاويد.
6	تمام، أنا راجع ألاقصر بعد تلات ساعات.
7	إنت اللى بدأتي بالهجر يا سلوان.
9	قومي معايا يا سلوان.
10	بابا جاويد سابني ومشي، بابا بطني بتوجعني أوي.
11	إنسي جاويد يا سلوان دلوقتى وحاولى تسندي عليا وخلينا نروح لأي مستشفى قريبه.
12	أما تفوق إبقى روح ل دولت تحطلك شوية تلج على وشك عشان الورم يخف شويه، وحسابنا بعدين.
14	لاء المدام صحتها كويس وكمان البيبي.
15	قصدك أيه بالبيبي.
16	إنت متعرفش إن المدام حامل في حاولي شهر ونص تقريبا.
17	أنا كنت حسيت بمغض قوي في بطني، ودلوقتي راح الوجع.
18	عادي، ممكن يكون عرض جانبي، إنك إتعصبتي أو زعلتي أو حركه زايده حاولى تهدي نفسك، وهكتبلك شوية يتامينات وكمان لازم تغذيه كويسه عشان صحة البيبي.
19	أيوا يا ريت يا دكتوره تكتبي ليها حقن مقويات، عشان تقويها، عشان دى مش بتاكل ومقضيه طول الوقت نوم.
22	لاء بلاش تطاوعي نفسك على قلة الأكل عشان صحتك إنت والبيبي، والنوم مش هيطير.
26	جواد إتصل وقال أنه هينتظرنا في المطار.
27	أنا إحترمت قرارك لما طلبت وقت قبل ما تدي قرارك في طلب جواد أنه يتجوزك، رغم إني مش مقتنع بس متأكد إن سعادتك مع جواد أنا واثق من مشاعره ناحيتك، وإنت كمان عندك مشاعر له، يمكن متلخبطه شويه.
28	حضرتك عارف اللى حصل في المستشفى بصراحه أنا سكتت قولت امر إننا مخطوبين قدام زمايلى هناك مش هيضرني، لانى كنت عامله حسابي إن بعد مدة التكليف مش في هفضل في الأقصر، وهينتهي الأمر على كلام وبعد وقت إنتهي، بس بعد قرار حضرتك، واللى ماما وأختي وافقوا عليه إننا نجي نعيش ونستقر معاك هناك في الأقصر، ممكن الامر يختلف، وجواد تفهم الموضوع، ومتخافش حضرتك أنا مش هاخد وقت وأقول قراري سواء بقبول الإرتباط ب جواد أو...
29	متأكد هيكون بالقبول با إيلي، جواد هو الشخص الوحيد اللى أتمني يكون من نصيبك لأني واثق إنه بيكمل شخصيتك.
30	بصراحه انا مشوفتش جواد غير مره واحده بس، بس حسيت كده إن وقار وهيبة وعرق الراجل الصعيدي المتميز فيه، هو جواد ده مالوش أخ نفس القطعيه كده.
31	للآسف أخوه التاني متجوز.
32	متجوز من بنت قمر والله أنا مشفتهاش غير يوم الفرح، كان جملها مغطي عالكل، ربنا مديها هاله ربانيه.
33	عندك نفس الهاله الربانيه يا إيلاف، الهاله دي ربنا بيبقى زارعها في القلوب وبتظهر عالوشوش تديها بريق خاص.
34	يا خساره، بس مش مهم أكيد هناك في الأقصر هلاقى من نوعية جواد، وبعدين أول مره أشوف سلفه بتشكر في جمال سلفتها، ولا عشان لسه عالبر.
35	أولا انا قولت الحقيقه الواضحه جدا، ثانيا أمر إنها سلفتي ده لسه أمر في طي التفكير، ثالثا بطلي غمز، وأتمني تقابلي راجل صعيدي على ذوقك، مش خلاص
37	بابا أخد موافقه على أمر إنتسابك هناك للجامعه وتجي هنا فترة الإمتحانات بس، والسنه الجايه هيحول لك بالجامعة هناك، يعنى مؤكد هتقابلى وتتعاملى مع مجتمع مش مختلف عن هنا غير إختلافات بسيطه.
40	رايحين دلوك دار الأشرف عشان تقروا فاتحة حفصه وأمجد مره تانيه كمان تتفقوا على كتب الكتاب.
41	تصدق يا أبوي اللى مره اللى فاتت لما روحنا عشان نقرأ فاتحتهم، مكنتش سعيد زى دلوك، كنت حاسس إن أمجد بينفذ غرض صفيه وهو مش جواه مش مقتنع، بس دلوك هو إتوكد من حقيقة مشاعره، وكنت خايف يتجوز منيها ويعيش من غير شخصيه أو إرادة ويتحمل بس عشان غرض في دماغ صفيه، النسب العالي، غير كمان ممكن يكون تمهيد وجاويد يطلب يد مسك اللى عمره ما شافها، أنا أتحدت مع مسك وجولت لها بلاش تتأمل ان جاويد ممكن أوافق عليه حتى لو طلق سلوان، وهي جالت لى إنها مش بتفكر في الجواز دلوك، وقررت إنها تكمل الدرسات العليا وتكمل كمان ماجيستير ودكتوراه.
42	أحيان ا ربنا بيظهر الخير في الشر
44	لاه يا أبوي، ربنا كان رايد كيف ما جولت كل شئ قدر ومكتوب، يمكن صحيح ما عشتش السعاده مع صفيه بس، ربنا رزقني بأولاد، يمكن ربنا مش بيدي قد ما بياخد، بس عالأقل عوضني بجزء أقدر أتحمل بيه وأكمل الطريق.
45	ربنا يرزجك الرضا يا ولدي.
46	برضك يا أبوي مش هتيجي معانا ل دار الأشرف، إنت سبق من فتره قليله دخلتها.
47	مش قادر يا ولدي أتحمل أدخلها، لما دخلتها من فتره قريبه، كنت رايح أشوف سلوان، سلوان لما كانت إهنه كنت حاسس إن روح مسك چاري.
48	سلوان، مش بس أخدت ملامح مسك أختى كمان تفكيرها، وقت ما بتقرر مبتفكرش في عواقب القرار اللى أخدته، أو انها ممكن تضر غيرها بتسرعها.
49	لساك يا ولدي شايل في قلبك من أختك، مهما حاولت تخبي، أنا شايف اللى في قلبك.
50	لاه يا أبوي أنا نسيت، بس هو حديت جر معاه قسوة الماضي...
52	بابا
54	كنت أتمني تكون موجود معانا يا جدي وأستبارك بيك.
55	البركه في بوك يا ولدي، ربنا يرزجك بالخير دايما.
56	إنت الخير وبركتنا يا جدي.
59	ألف مبروك يا حفصه شوفتي أنا قولتلك نصيبك هيبقى مع أخوي، متعرفيش أنا فرحانه قد أيه إن عقلك رجعلك، معرفش كان أيه اللى حصل وخلاك تفسخي خطوبتك من أمجد، ولا أقولك انا عاؤفه السبب أكيد نذير الشوم وش الغراب سلوان على رأي ماما، أهي لما غارت من إهنه إتصلح الحال بينك وبين أمجد من تاني.
60	يمكن ده كان سبب مش كل الاسباب عالعموم هي مشيت ومعتقدش إنها هترجع تاني، الا لو كان عندها جباحه.
61	لاء إطمني من ناحية الجباحه فهي عندها متوفره بزياده.
62	حتى لو جبحه تشوف مين هيسمح لها جاويد أهو بقاله أكتر من شهر ونص مش معبرها.
63	وأيه عرفك مش يمكن راح لها الايام اللى فاتت.
64	لاء معتقدش أنا سمعته وهو بيقول ل ماما انه كان في جوله سياحيه مع عميل من روسيا، بيجامله.
65	وكان معاه في جوله فين؟
66	معرفش بصراحه، بس ممكن يكون أسوان هي الأقرب لينا، وكفايه أسئله بقى، ساعديني قبل ما نلاقى توحيده طالعه لينا هنا.
67	توحيده دي مبننزليش من زور، حاشره نفسها في أى حاجه، زي خالتك محاسن بالظبط.
68	بلاش تقولى كده على خالتي محاسن دى قلبها أبيض وأنا بحبها زي ماما بالظبط، وتوحيده كمان تعتبر هي اللى مربياني وبتتعامل بفطرتها، وكفايه كلام لحد إكده أنا خلاص خلصت لبس خلينا ننزل للمندره.
71	واه ده رجالة عيلة الأشرف متجمعين إهنه.
72	نورت يا صالح.
73	يا خساره قلب ولاد الأشرف دايما بيتعلق بأحبال الهوا الدايبه، سلوان عملت كيف أمها زمان و فرت من إهنه.
74	تأكد يا عمي سلوان راجعه لإهنه تاني وقريب چدا.
78	ليه مكسوفه يا عروسه، كل اللى إهنه أهلك، بالك أنا يوم قراية فتحتي إسألى يسريه جولت لهم لازمن أشوف عريس.
80	إن شاء الله كتب كتاب حفصه وأمجد بعد أسبوع يوم حنة زاهر أهو تبقي الفرحه إتنين.
86	صباح الخير يا صلاح.
87	صباح الخير يا هاشم، أنا عارف أكيد إنت مستغرب إنى بتصل عليك بدري كده، بس بصراحه إنت عارف معزتك عيندي حتى من قبل النسب بينا، ومكنش ينفع يبقى كتب كتاب بت الليله وإنت متعرفش.
88	ألف مبروك، ربنا يتمم بخير.
89	غير كمان حنة زاهر واد أخوي صالح.
91	صباح الخير يا بابا، كنت عاوز أتحدت وياك في أمر هام.
92	وأيه الأمر الهام ده.
93	أنا قررت أتجوز.
94	إنت بتقول أيه، إنت مش متجوز.
95	أيوا، وفيها أيه الشرع محللى أربعه.
96	قصدك إنك هتطلق سلوان.
97	لاء مستحيل أطلق سلوان، أنا قولت الشرع محللى أربعه
98	يعنى هتتجوز على سلوان، ومين اللى رضيت تتجوزك وإنت على ذمتك ست تانيه.
99	ده الأمر اللى جاي لحضرتك عشانه أنا بقول انا أولى مسك بنت عمتي صفيه، ومعتقدش إنها هتمانع، وترفض.
100	إنت أكيد بتهزر.
101	لاء مش بهزر يا بابا، وكمان بفكر أكتب كتابي أنا ومسك الليله مع حفصه وأمجد.
102	أنا عندي كم شغلانه لازمن أخلصها قبل المسا، حضرتك تقدر تكلم عمي محمود وتتوسط عنده يوافق على كتب كتابي أنا ومسك المسا، عن أذنك، همشى أنا دلوك وهنتظر تتصل عليا تقولى رد عم محمود.
106	قولى إن الكلام اللى سمعته من جاويد كان بيهزر معاك.
108	رد عليا يا صلاح، اللى سمعته من جاويد ده صحيح، جاويد ناوي يتجوز تاني.
109	أنا مش عارف أساسا جاويد كان بيتكلم جد ولا هزار.
110	هو الموضوع ده فيه هزار، أنا سمعته بوضوح، أنا مش هسمح إن جاويد يتجوز على سلوان ولو وصلت هطلاقها منه بالعافيه.
111	إهدي يا هاشم، جاويد قال مش هيطلق سلوان.
112	لاء كتر خيره مش هيطلقها لكن هيتحوز عليها ويجيب ليها ضره، صلاح أنا لغاية دلوقتي ساكت وبقول يمكن جاويد يهدا، لكن بعد القسوه اللى شوفتها في عينه عالشط، واللى سمعته دلوقتي، بيأكدلى إنى كنت غلطان لما ساعدته يخدع سلوان، جاويد لو عمل الجنان اللى قالك عليه وإتجوز على سلواا...
113	بابا، قصدك مين اللى هيتجوز!
115	بابا جاوب عليا، أنا سمعت إسم جاويد، إنت كنت بتكلم مين عالموبايل، جاويد هو اللى كان بيكلمك، لاء جاويد عنده كبر مستحيل يكلمك أكيد عمو صلاح، أنا سمعت آخر كلامك، قولى إنى سمعت غلط.
116	ومين العروسه اللى رضيت تتجوز واحد على ذمته غيرها، أكيد مسك بنت خالى محمود.
118	بابا أرجوك خلينا نسافر الأقصر قبل ما جاويد يجوز مسك، أنا متأكده هو بيعمل كده بينتقم مني عشان سيبت بيته، بابا أرجوك.
119	إهدي شويه يا حبيبتي
121	أرجوك يا بابا ساعدني، أو أقولك أنا هسافر الاقصر لوحدي.
123	سلوان حاولي تهدي، ناسيه إنك حامل والسفر والعصبيه دي ضرر عليك.
124	جاويد لو إتجوز عليا أنا هموت بحسرتي يا بابا.
125	بعيد الشر عنك، إهدي وانا هحاول أتصرف.
126	هتصرف تعمل أيه وإحنا بعيد عن الاقصر إحنا لازم نسافر دلوقتي الأقصر.
127	مفيش قدمنا غير نسافر بالطياره، بس إنت حامل و...
128	أرجوك يا بابا مفيش وقت، ومش هيحصلى أسوء من جواز جاويد عليا.
129	دبرت تذكرتين سفر ميعاد الطياره الساعه تلاته المسا.
130	المهم نلحق نوصل الاقصر قبل المسا.
132	مالك يا صلاح قاعد كده ليه، اللى يشوفك يقول زعلان إن حفصه هينكتب كتابها الليله، لسه بدري على ما تتجوز.
133	لاء أنا مش زعلان أنا مذهول وعقلي هيشت من طلب جاويد.
134	وأيه اللى طلبه جاويد وخلاك قاعد بالشكل ده.
135	جاويد شكل عقله إتجنن خلاص، ده طلب مني اكلم محمود إنه يوافق يكتب كتابه على مسك مع كتب كتاب حفصه وأمجد.
136	إنت بتقول أيه؟
138	متكلمش محمود.
139	يسريه، إنت سمعتي اللى قولته، هو إكده ردك ببساطه، مكلمش محمود.
140	إنت بتقول جاويد قالك الحديت الماسخ ده وهرب من قدامك، أنا دلوك فهمت دماغ جاويد، جاويد رايد سلوان ترجع لإهنه بنفسها، هو قبل ما يجيلك سألني عليك، وأنا قولت له إنك في المكتب، ويمكن سمع حديتك مع هاشم
142	ياريت يكون ده قصد جاويد، لأن لو صدق وكان عاوز يتجوز من مسك تبقى مصيبه.
143	لاء أنا متوكده، جاويد لو رايد مسك كان إتحدت مع محمود أو الحج مؤنس مباشرة، كيف ما عمل مع سلوان.
150	ست سلوان إنت رجعتي تانى الدار نورت.
151	مش وقت ترحيب دلوقتي يا توحيده قولى لى فين جاويد.
152	جاويد في المندره ويا الرجاله والمأذون.
157	وقف، كتب الكتاب ده مستحيل يتم.
158	ليه يا بتى، هتحرمى حلال ربنا.
159	أنا مرات جاويد الأشرف ومش موافقه إنه يتجوز عليا وأعتقد ده من حقي.
160	أنت سبج وهربتي من إهنه بكيفك إيه اللى رچعك إهنه تاني دلوكيت.
161	جاويد أنا آسفه صدقني...
163	جاويد بلاش...
164	بلاش أيه، وأيه االلي رچعك تاني؟
165	جاويد بلاش تتجوز مسك. عش...
167	خلاص قبل ما تتجوز عليا طلقني.
168	سبج وجولت لك ليلة چوازنا مثنى وثلاث ورباع
171	هقتلك قبل ما تتجوز عليا يا جاويد.
172	سلاحي أهو خدي إجتليني بيه، موتى هو الحاچه الوحيده اللى هتمنع كتب كتابي على مسك الليله، إنت اللى أخترتي الهرب بعيد عني، بس في سؤال واحد بس هو اللى كان محيرنى وإچابته عيندك، ليه هربتى بعد ما أعترفت ليك إنى بحبك بعدها عشنا ليلة غرام سوا، ليه سلمتينى نفسك عشيه كنت في حضني وأكيد كنت حاسمه قرارك إنك هتهربي من قبلها يا.
175	خلاص طالما مصر تتجوز عليا يبقى هموت نفسي، وبما إني حامل يبقى هتكسب وز موت روحين في رقابتك.
176	إنت كنت عارف إني حامل...
1	الآن أصبحت تلك الصغيره صبيه ترى هل مع الوقت أصحبت نسخه مختلفه تمام أم مازال هنالك تشابه كبير بين هن؟
10	آخر حاچه أعرفها عنه كان من ست سنين تجريبا، إنه عايش في السعوديه بيشتغل مهندس إتصالات هناك والبنت كانت معاه.
11	أكيد بينزل مصر عشان أخته، مش كان جوز أخته زميلك في الجيش؟
14	سلوان هاشم خليل
17	مالك يا سلوان أيه الأفعال الطفوليه دى، بدوري على صوره ل شخص إتعرفتى عليه بالصدفه، ومتعرفيش عنه غير إسمه، عقلك جن.
18	فعلا عقلى جن، ومعرفشى إزاى وثقت في الشخص ده بالذات، رغم إنى عمري كنت بحاذر من أى شخص غريب عني، حتى كمان في قريبين مني وعارفاهم كويس وبحاذر منهم بعد ما ظهروا على حقيقته الوقحه معايا، بس جلال أيه المختلف فيه، أيه الشئ اللى بيجذبني له جوايا إحساس أوي بالثقه إتجاهه، رغم إننا يادوب تلات مرات اللى إتقابلنا فيهم، لو حد بيحكي لى عن اللى بيحصلي ده كنت هقول فيلم رومانسي خيالي، وصعب يحصل في الواقع.
19	ده كأنه شئ من السحر بيجذبني أثق فيه وأتخلى عن التحفظ وأنا ومعاه، أكيد الثقه دى بسبب إنه هو اللى أنقذنى من الموت على محطة القطر.
25	يمكن عشان إسم جاويد الأشرف مشهور هنا وسهل تعرف عنه أى شئ.
29	بس أنا بعد العمليه مفضلتش كتير بالمستشفى وكمان ماما إتصلت عليا بعدها وإتحججت بيها ومشيت من قدام الدكتور جواد، أكيد مستني فرصه أو يمكن بعد كده يقول عليها منفعش دكتورة جراحه.
30	أيه اللى كان حصل وخلى إيديك تترعش أول مره تخيطي جرح دى أسهل خطوه في الجراحه كلها، أكيد دلوقتي هيستنى فرصة عمليه تانيه ولو طلبت أشارك فيها ممكن يقولى لاء إيديك بترتعش.
36	جهوتك إدمان يا عم خلف، ومتخافيش على صحتي الحمد لله بمب، بس الجهوه بشربها عشان تفوجني شويه وانا سهران إهنه في المستشفى.
39	تعرف يا عم خلف لو كل دكتور بس فضى نفسه يوم وقال هشتغل اليوم ده زكاه عن نفسي وأكشف عل ناس تستحق العلاج ببلاش ربنا هيرزجهم أكتر ويبارك لهم أكتر.
40	ربنا يزيدك رضا يا دكتور، هسيبك تشرب الجهوه، آه نسيت أجولك إن وأنا بنضف مكتب الدكتوره الچديده اللى جات لأهنه تكليف لجيت الكيس الورج ده، فيه نبق خوفت أسيبه في المكتب يلم نمل وكنت هشيله في التلاچه اللى في عيندي في البوفيه لبكره بس التلاچه بتاعتى إصغيره وفيها حاچات كتير وفي إهنه تلاچه في أوضة المدير خاليه جولت أشيل الكيس فيه لبكره لحد ما تعاود الدكتوره.
43	لاه مش هنسى، هسيبك تشرب جهوتك، وهروح أنا بجى، معاوزش منى حاجه جبل ما أمشي.
52	جاويد، مهما عملتي المكتوب عليه هيشوفه.
53	وأديك جولتى يا غوايش المكتوب عليه، مش اللى إنت كتبتيه عليه.
54	في الماضي ساعدتى في حرجة(حرقة) جلب عاشج
56	أنا كل اللى عملته وجتها إنى وعيت صبيه وساعدتها تهرب من مصير معتوم مع چبروت عيستناها، وياريت اللى عملته بالماضى يجعد ل جاويد، بعدت ملاك من طريج شيطان.
57	هتشوفى جاويد وهو بيتعذب جدامك ومش هتجدري وجتها تداوي چرحه كيف ما حصل بالماضي، چرح العشج مالوش دوا.
58	وأنا فين هشد عصب جاويد وجتها كيف ما حصل في الماضي هيلاجي يدى تطبطب على ضهره تجويه وصدري يضمه يسليه الضنا، بعدي بشرك عن جاويد يا غوايش.
60	النار مهما كان وهجها المي والتراب جادرين يطفوا لهيبها، المي والتراب طاهرين مهما كان الدنس حواليهم نور السمس بيطهرهم وجادرين على رجم لهيب نار السموم اللى عتشرك بالله وعتسجدي
62	اللى إنكتب بالدم مش هيمحيه غير الدم يا يسريه، والطريج إبتدى وإتجمع الشتيتين إهنه على نفس أرض البدايه هتكون النهايه.
65	تمام هستني الشخص اللى چاي من طرفك وهمضي عقد الإيچار وهديه المبلغ اللى إتفجنا عليه.
69	أهلا بحضرتك، تحبي أخدمك بأيه؟
70	أنا أبوي بعتني عشان أجابل الأستاذ زاهر الأشرف.
71	أنا زاهر الأشرف، بس مين والد حضرتك!
72	أنا حسنى إبراهيم النحاس.
73	مين سيادتك؟
74	كيف ما جولت لك، أنا حسنى بت الحاح إبراهيم النحاس اللى هتأجر المخزن منيه هو جالي إكده.
75	بس الحج إبراهيم جالي هبعت شخص من طرفي و مكتوب بالعقد حسني إبراهيم النحاس 0.
76	حسنى، مش حسني، الحاء بالفتحه مش بالضمه، هجولك أنا أمى الله يرحمها لما ولدتنى تانى يوم أبوي راح السجل المدنى عشان يسجلنى في المواليد، جام الموظف بتاع السجل المدنى سأله عن نوع المولود أبوي جاله بنته كيف الجمر(القمر)، جام موظف السجل جاله وهتسمى البنته الجمره دى أيه بحى، ابوي جاله على إسم أمى، جام الموظف جاله وإسم إمك أيه جاله حسنا.
78	تمام أنا فهمت، خلاص إن اسمك حسنى، بنت مش ولد، إتفضلي إجعدي عشان نتفاهم ونمضى عقد إيجار المخزن زي ما إتفجت مع الحج إبرهيم.
